"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_016743855.1_ASM1674385v1_genomic.fna","GCF_016864255.1_ASM1686425v1_genomic.fna","GCF_017584065.1_ASM1758406v1_genomic.fna","GCF_017603725.1_ASM1760372v1_genomic.fna","GCF_017815655.1_ASM1781565v1_genomic.fna","GCF_017815675.1_ASM1781567v1_genomic.fna","GCF_017815695.1_ASM1781569v1_genomic.fna","GCF_017897965.1_ASM1789796v1_genomic.fna","GCF_017898005.1_ASM1789800v1_genomic.fna","GCF_017898025.1_ASM1789802v1_genomic.fna","GCF_018219285.1_ASM1821928v1_genomic.fna","GCF_018219325.1_ASM1821932v1_genomic.fna","GCF_018279145.1_ASM1827914v1_genomic.fna","GCF_018516845.1_ASM1851684v1_genomic.fna","GCF_018516925.1_ASM1851692v1_genomic.fna","GCF_018517045.1_ASM1851704v1_genomic.fna","GCF_018517065.1_ASM1851706v1_genomic.fna","GCF_018517085.1_ASM1851708v1_genomic.fna","GCF_018517105.1_ASM1851710v1_genomic.fna","GCF_018517185.1_ASM1851718v1_genomic.fna"
"ponA_1","","Penicillin-binding protein 1A","20","20","1","1","361","","","","2258","2381","2374","GCF_016743855.1_ASM1674385v1_genomic.fna_01383","GCF_016864255.1_ASM1686425v1_genomic.fna_01284","GCF_017584065.1_ASM1758406v1_genomic.fna_01383","GCF_017603725.1_ASM1760372v1_genomic.fna_01239","GCF_017815655.1_ASM1781565v1_genomic.fna_01245","GCF_017815675.1_ASM1781567v1_genomic.fna_01300","GCF_017815695.1_ASM1781569v1_genomic.fna_01260","GCF_017897965.1_ASM1789796v1_genomic.fna_01366","GCF_017898005.1_ASM1789800v1_genomic.fna_01366","GCF_017898025.1_ASM1789802v1_genomic.fna_02525","GCF_018219285.1_ASM1821928v1_genomic.fna_01501","GCF_018219325.1_ASM1821932v1_genomic.fna_01292","GCF_018279145.1_ASM1827914v1_genomic.fna_01989","GCF_018516845.1_ASM1851684v1_genomic.fna_01390","GCF_018516925.1_ASM1851692v1_genomic.fna_01249","GCF_018517045.1_ASM1851704v1_genomic.fna_01428","GCF_018517065.1_ASM1851706v1_genomic.fna_01380","GCF_018517085.1_ASM1851708v1_genomic.fna_01373","GCF_018517105.1_ASM1851710v1_genomic.fna_01358","GCF_018517185.1_ASM1851718v1_genomic.fna_01328"
"group_1724","","hypothetical protein","20","20","1","1","351","","","","287","287","287","GCF_016743855.1_ASM1674385v1_genomic.fna_01389","GCF_016864255.1_ASM1686425v1_genomic.fna_01277","GCF_017584065.1_ASM1758406v1_genomic.fna_01374","GCF_017603725.1_ASM1760372v1_genomic.fna_01233","GCF_017815655.1_ASM1781565v1_genomic.fna_01239","GCF_017815675.1_ASM1781567v1_genomic.fna_01294","GCF_017815695.1_ASM1781569v1_genomic.fna_01254","GCF_017897965.1_ASM1789796v1_genomic.fna_01360","GCF_017898005.1_ASM1789800v1_genomic.fna_01360","GCF_017898025.1_ASM1789802v1_genomic.fna_02518","GCF_018219285.1_ASM1821928v1_genomic.fna_01507","GCF_018219325.1_ASM1821932v1_genomic.fna_01286","GCF_018279145.1_ASM1827914v1_genomic.fna_01983","GCF_018516845.1_ASM1851684v1_genomic.fna_01396","GCF_018516925.1_ASM1851692v1_genomic.fna_01242","GCF_018517045.1_ASM1851704v1_genomic.fna_01434","GCF_018517065.1_ASM1851706v1_genomic.fna_01386","GCF_018517085.1_ASM1851708v1_genomic.fna_01379","GCF_018517105.1_ASM1851710v1_genomic.fna_01351","GCF_018517185.1_ASM1851718v1_genomic.fna_01334"
"group_1725","","hypothetical protein","20","20","1","1","293","","","","182","191","190","GCF_016743855.1_ASM1674385v1_genomic.fna_01443","GCF_016864255.1_ASM1686425v1_genomic.fna_01224","GCF_017584065.1_ASM1758406v1_genomic.fna_01321","GCF_017603725.1_ASM1760372v1_genomic.fna_01177","GCF_017815655.1_ASM1781565v1_genomic.fna_01183","GCF_017815675.1_ASM1781567v1_genomic.fna_01238","GCF_017815695.1_ASM1781569v1_genomic.fna_01195","GCF_017897965.1_ASM1789796v1_genomic.fna_01307","GCF_017898005.1_ASM1789800v1_genomic.fna_01307","GCF_017898025.1_ASM1789802v1_genomic.fna_02464","GCF_018219285.1_ASM1821928v1_genomic.fna_01560","GCF_018219325.1_ASM1821932v1_genomic.fna_01232","GCF_018279145.1_ASM1827914v1_genomic.fna_01934","GCF_018516845.1_ASM1851684v1_genomic.fna_01449","GCF_018516925.1_ASM1851692v1_genomic.fna_01189","GCF_018517045.1_ASM1851704v1_genomic.fna_01487","GCF_018517065.1_ASM1851706v1_genomic.fna_01436","GCF_018517085.1_ASM1851708v1_genomic.fna_01432","GCF_018517105.1_ASM1851710v1_genomic.fna_01298","GCF_018517185.1_ASM1851718v1_genomic.fna_01387"
"dinG_1","","putative ATP-dependent helicase DinG ","20","20","1","1","283","","","","2231","2375","2367","GCF_016743855.1_ASM1674385v1_genomic.fna_01452","GCF_016864255.1_ASM1686425v1_genomic.fna_01215","GCF_017584065.1_ASM1758406v1_genomic.fna_01312","GCF_017603725.1_ASM1760372v1_genomic.fna_01167","GCF_017815655.1_ASM1781565v1_genomic.fna_01171","GCF_017815675.1_ASM1781567v1_genomic.fna_01229","GCF_017815695.1_ASM1781569v1_genomic.fna_01183","GCF_017897965.1_ASM1789796v1_genomic.fna_01298","GCF_017898005.1_ASM1789800v1_genomic.fna_01298","GCF_017898025.1_ASM1789802v1_genomic.fna_02455","GCF_018219285.1_ASM1821928v1_genomic.fna_01569","GCF_018219325.1_ASM1821932v1_genomic.fna_01223","GCF_018279145.1_ASM1827914v1_genomic.fna_01925","GCF_018516845.1_ASM1851684v1_genomic.fna_01460","GCF_018516925.1_ASM1851692v1_genomic.fna_01180","GCF_018517045.1_ASM1851704v1_genomic.fna_01496","GCF_018517065.1_ASM1851706v1_genomic.fna_01445","GCF_018517085.1_ASM1851708v1_genomic.fna_01442","GCF_018517105.1_ASM1851710v1_genomic.fna_01288","GCF_018517185.1_ASM1851718v1_genomic.fna_01396"
"comEC","","ComE operon protein 3","20","20","1","1","273","","","","2180","2273","2268","GCF_016743855.1_ASM1674385v1_genomic.fna_01461","GCF_016864255.1_ASM1686425v1_genomic.fna_01205","GCF_017584065.1_ASM1758406v1_genomic.fna_01302","GCF_017603725.1_ASM1760372v1_genomic.fna_01157","GCF_017815655.1_ASM1781565v1_genomic.fna_01162","GCF_017815675.1_ASM1781567v1_genomic.fna_01220","GCF_017815695.1_ASM1781569v1_genomic.fna_01174","GCF_017897965.1_ASM1789796v1_genomic.fna_01289","GCF_017898005.1_ASM1789800v1_genomic.fna_01289","GCF_017898025.1_ASM1789802v1_genomic.fna_02445","GCF_018219285.1_ASM1821928v1_genomic.fna_01578","GCF_018219325.1_ASM1821932v1_genomic.fna_01214","GCF_018279145.1_ASM1827914v1_genomic.fna_01916","GCF_018516845.1_ASM1851684v1_genomic.fna_01470","GCF_018516925.1_ASM1851692v1_genomic.fna_01171","GCF_018517045.1_ASM1851704v1_genomic.fna_01505","GCF_018517065.1_ASM1851706v1_genomic.fna_01454","GCF_018517085.1_ASM1851708v1_genomic.fna_01452","GCF_018517105.1_ASM1851710v1_genomic.fna_01279","GCF_018517185.1_ASM1851718v1_genomic.fna_01406"
"group_1728","","hypothetical protein","20","20","1","1","270","","","","245","329","261","GCF_016743855.1_ASM1674385v1_genomic.fna_01464","GCF_016864255.1_ASM1686425v1_genomic.fna_01202","GCF_017584065.1_ASM1758406v1_genomic.fna_01299","GCF_017603725.1_ASM1760372v1_genomic.fna_01154","GCF_017815655.1_ASM1781565v1_genomic.fna_01159","GCF_017815675.1_ASM1781567v1_genomic.fna_01217","GCF_017815695.1_ASM1781569v1_genomic.fna_01171","GCF_017897965.1_ASM1789796v1_genomic.fna_01286","GCF_017898005.1_ASM1789800v1_genomic.fna_01286","GCF_017898025.1_ASM1789802v1_genomic.fna_02442","GCF_018219285.1_ASM1821928v1_genomic.fna_01581","GCF_018219325.1_ASM1821932v1_genomic.fna_01211","GCF_018279145.1_ASM1827914v1_genomic.fna_01913","GCF_018516845.1_ASM1851684v1_genomic.fna_01473","GCF_018516925.1_ASM1851692v1_genomic.fna_01168","GCF_018517045.1_ASM1851704v1_genomic.fna_01508","GCF_018517065.1_ASM1851706v1_genomic.fna_01457","GCF_018517085.1_ASM1851708v1_genomic.fna_01455","GCF_018517105.1_ASM1851710v1_genomic.fna_01276","GCF_018517185.1_ASM1851718v1_genomic.fna_01409"
"comEA","","ComE operon protein 1","20","20","1","1","269","","","","617","776","648","GCF_016743855.1_ASM1674385v1_genomic.fna_01465","GCF_016864255.1_ASM1686425v1_genomic.fna_01201","GCF_017584065.1_ASM1758406v1_genomic.fna_01298","GCF_017603725.1_ASM1760372v1_genomic.fna_01153","GCF_017815655.1_ASM1781565v1_genomic.fna_01158","GCF_017815675.1_ASM1781567v1_genomic.fna_01216","GCF_017815695.1_ASM1781569v1_genomic.fna_01170","GCF_017897965.1_ASM1789796v1_genomic.fna_01285","GCF_017898005.1_ASM1789800v1_genomic.fna_01285","GCF_017898025.1_ASM1789802v1_genomic.fna_02441","GCF_018219285.1_ASM1821928v1_genomic.fna_01582","GCF_018219325.1_ASM1821932v1_genomic.fna_01210","GCF_018279145.1_ASM1827914v1_genomic.fna_01912","GCF_018516845.1_ASM1851684v1_genomic.fna_01474","GCF_018516925.1_ASM1851692v1_genomic.fna_01167","GCF_018517045.1_ASM1851704v1_genomic.fna_01509","GCF_018517065.1_ASM1851706v1_genomic.fna_01458","GCF_018517085.1_ASM1851708v1_genomic.fna_01456","GCF_018517105.1_ASM1851710v1_genomic.fna_01275","GCF_018517185.1_ASM1851718v1_genomic.fna_01410"
"group_1730","","hypothetical protein","20","20","1","1","230","","","","377","377","377","GCF_016743855.1_ASM1674385v1_genomic.fna_01501","GCF_016864255.1_ASM1686425v1_genomic.fna_01165","GCF_017584065.1_ASM1758406v1_genomic.fna_01262","GCF_017603725.1_ASM1760372v1_genomic.fna_01117","GCF_017815655.1_ASM1781565v1_genomic.fna_01122","GCF_017815675.1_ASM1781567v1_genomic.fna_01180","GCF_017815695.1_ASM1781569v1_genomic.fna_01134","GCF_017897965.1_ASM1789796v1_genomic.fna_01248","GCF_017898005.1_ASM1789800v1_genomic.fna_01248","GCF_017898025.1_ASM1789802v1_genomic.fna_02404","GCF_018219285.1_ASM1821928v1_genomic.fna_01619","GCF_018219325.1_ASM1821932v1_genomic.fna_01174","GCF_018279145.1_ASM1827914v1_genomic.fna_01876","GCF_018516845.1_ASM1851684v1_genomic.fna_01511","GCF_018516925.1_ASM1851692v1_genomic.fna_01131","GCF_018517045.1_ASM1851704v1_genomic.fna_01545","GCF_018517065.1_ASM1851706v1_genomic.fna_01494","GCF_018517085.1_ASM1851708v1_genomic.fna_01495","GCF_018517105.1_ASM1851710v1_genomic.fna_01239","GCF_018517185.1_ASM1851718v1_genomic.fna_01447"
"dcuR","","Transcriptional regulatory protein DcuR","20","20","1","1","2965","","","","329","716","696","GCF_016743855.1_ASM1674385v1_genomic.fna_01522","GCF_016864255.1_ASM1686425v1_genomic.fna_01142","GCF_017584065.1_ASM1758406v1_genomic.fna_01239","GCF_017603725.1_ASM1760372v1_genomic.fna_01095","GCF_017815655.1_ASM1781565v1_genomic.fna_01100","GCF_017815675.1_ASM1781567v1_genomic.fna_01158","GCF_017815695.1_ASM1781569v1_genomic.fna_01111","GCF_017897965.1_ASM1789796v1_genomic.fna_01225","GCF_017898005.1_ASM1789800v1_genomic.fna_01225","GCF_017898025.1_ASM1789802v1_genomic.fna_02382","GCF_018219285.1_ASM1821928v1_genomic.fna_01640","GCF_018219325.1_ASM1821932v1_genomic.fna_01152","GCF_018279145.1_ASM1827914v1_genomic.fna_01855","GCF_018516845.1_ASM1851684v1_genomic.fna_01533","GCF_018516925.1_ASM1851692v1_genomic.fna_01109","GCF_018517045.1_ASM1851704v1_genomic.fna_01567","GCF_018517065.1_ASM1851706v1_genomic.fna_01515","GCF_018517085.1_ASM1851708v1_genomic.fna_01516","GCF_018517105.1_ASM1851710v1_genomic.fna_01216","GCF_018517185.1_ASM1851718v1_genomic.fna_01470"
"dtd3_1","","D-aminoacyl-tRNA deacylase","20","20","1","1","2943","","","","722","722","722","GCF_016743855.1_ASM1674385v1_genomic.fna_01535","GCF_016864255.1_ASM1686425v1_genomic.fna_01122","GCF_017584065.1_ASM1758406v1_genomic.fna_01224","GCF_017603725.1_ASM1760372v1_genomic.fna_01080","GCF_017815655.1_ASM1781565v1_genomic.fna_01084","GCF_017815675.1_ASM1781567v1_genomic.fna_01140","GCF_017815695.1_ASM1781569v1_genomic.fna_01095","GCF_017897965.1_ASM1789796v1_genomic.fna_01210","GCF_017898005.1_ASM1789800v1_genomic.fna_01210","GCF_017898025.1_ASM1789802v1_genomic.fna_02366","GCF_018219285.1_ASM1821928v1_genomic.fna_01651","GCF_018219325.1_ASM1821932v1_genomic.fna_01134","GCF_018279145.1_ASM1827914v1_genomic.fna_01840","GCF_018516845.1_ASM1851684v1_genomic.fna_01550","GCF_018516925.1_ASM1851692v1_genomic.fna_01093","GCF_018517045.1_ASM1851704v1_genomic.fna_01582","GCF_018517065.1_ASM1851706v1_genomic.fna_01528","GCF_018517085.1_ASM1851708v1_genomic.fna_01528","GCF_018517105.1_ASM1851710v1_genomic.fna_01201","GCF_018517185.1_ASM1851718v1_genomic.fna_01485"
"ssuB","","Aliphatic sulfonates import ATP-binding protein SsuB","20","20","1","1","2942","","","","737","737","737","GCF_016743855.1_ASM1674385v1_genomic.fna_01536","GCF_016864255.1_ASM1686425v1_genomic.fna_01121","GCF_017584065.1_ASM1758406v1_genomic.fna_01223","GCF_017603725.1_ASM1760372v1_genomic.fna_01079","GCF_017815655.1_ASM1781565v1_genomic.fna_01083","GCF_017815675.1_ASM1781567v1_genomic.fna_01139","GCF_017815695.1_ASM1781569v1_genomic.fna_01094","GCF_017897965.1_ASM1789796v1_genomic.fna_01209","GCF_017898005.1_ASM1789800v1_genomic.fna_01209","GCF_017898025.1_ASM1789802v1_genomic.fna_02365","GCF_018219285.1_ASM1821928v1_genomic.fna_01652","GCF_018219325.1_ASM1821932v1_genomic.fna_01133","GCF_018279145.1_ASM1827914v1_genomic.fna_01839","GCF_018516845.1_ASM1851684v1_genomic.fna_01551","GCF_018516925.1_ASM1851692v1_genomic.fna_01092","GCF_018517045.1_ASM1851704v1_genomic.fna_01583","GCF_018517065.1_ASM1851706v1_genomic.fna_01529","GCF_018517085.1_ASM1851708v1_genomic.fna_01529","GCF_018517105.1_ASM1851710v1_genomic.fna_01200","GCF_018517185.1_ASM1851718v1_genomic.fna_01486"
"ribX","","Riboflavin transport system permease protein RibX","20","20","1","1","2940","","","","743","743","743","GCF_016743855.1_ASM1674385v1_genomic.fna_01538","GCF_016864255.1_ASM1686425v1_genomic.fna_01119","GCF_017584065.1_ASM1758406v1_genomic.fna_01221","GCF_017603725.1_ASM1760372v1_genomic.fna_01077","GCF_017815655.1_ASM1781565v1_genomic.fna_01081","GCF_017815675.1_ASM1781567v1_genomic.fna_01137","GCF_017815695.1_ASM1781569v1_genomic.fna_01092","GCF_017897965.1_ASM1789796v1_genomic.fna_01207","GCF_017898005.1_ASM1789800v1_genomic.fna_01207","GCF_017898025.1_ASM1789802v1_genomic.fna_02363","GCF_018219285.1_ASM1821928v1_genomic.fna_01654","GCF_018219325.1_ASM1821932v1_genomic.fna_01131","GCF_018279145.1_ASM1827914v1_genomic.fna_01837","GCF_018516845.1_ASM1851684v1_genomic.fna_01553","GCF_018516925.1_ASM1851692v1_genomic.fna_01090","GCF_018517045.1_ASM1851704v1_genomic.fna_01585","GCF_018517065.1_ASM1851706v1_genomic.fna_01531","GCF_018517085.1_ASM1851708v1_genomic.fna_01531","GCF_018517105.1_ASM1851710v1_genomic.fna_01198","GCF_018517185.1_ASM1851718v1_genomic.fna_01488"
"group_1735","","hypothetical protein","20","20","1","1","2929","","","","602","632","630","GCF_016743855.1_ASM1674385v1_genomic.fna_01549","GCF_016864255.1_ASM1686425v1_genomic.fna_01108","GCF_017584065.1_ASM1758406v1_genomic.fna_01208","GCF_017603725.1_ASM1760372v1_genomic.fna_01065","GCF_017815655.1_ASM1781565v1_genomic.fna_01069","GCF_017815675.1_ASM1781567v1_genomic.fna_01126","GCF_017815695.1_ASM1781569v1_genomic.fna_01081","GCF_017897965.1_ASM1789796v1_genomic.fna_01196","GCF_017898005.1_ASM1789800v1_genomic.fna_01196","GCF_017898025.1_ASM1789802v1_genomic.fna_02352","GCF_018219285.1_ASM1821928v1_genomic.fna_01665","GCF_018219325.1_ASM1821932v1_genomic.fna_01120","GCF_018279145.1_ASM1827914v1_genomic.fna_01826","GCF_018516845.1_ASM1851684v1_genomic.fna_01564","GCF_018516925.1_ASM1851692v1_genomic.fna_01079","GCF_018517045.1_ASM1851704v1_genomic.fna_01596","GCF_018517065.1_ASM1851706v1_genomic.fna_01542","GCF_018517085.1_ASM1851708v1_genomic.fna_01543","GCF_018517105.1_ASM1851710v1_genomic.fna_01187","GCF_018517185.1_ASM1851718v1_genomic.fna_01499"
"group_1736","","hypothetical protein","20","20","1","1","2919","","","","434","443","434","GCF_016743855.1_ASM1674385v1_genomic.fna_01556","GCF_016864255.1_ASM1686425v1_genomic.fna_01101","GCF_017584065.1_ASM1758406v1_genomic.fna_01201","GCF_017603725.1_ASM1760372v1_genomic.fna_01058","GCF_017815655.1_ASM1781565v1_genomic.fna_01062","GCF_017815675.1_ASM1781567v1_genomic.fna_01114","GCF_017815695.1_ASM1781569v1_genomic.fna_01074","GCF_017897965.1_ASM1789796v1_genomic.fna_01188","GCF_017898005.1_ASM1789800v1_genomic.fna_01188","GCF_017898025.1_ASM1789802v1_genomic.fna_02344","GCF_018219285.1_ASM1821928v1_genomic.fna_01672","GCF_018219325.1_ASM1821932v1_genomic.fna_01113","GCF_018279145.1_ASM1827914v1_genomic.fna_01819","GCF_018516845.1_ASM1851684v1_genomic.fna_01571","GCF_018516925.1_ASM1851692v1_genomic.fna_01072","GCF_018517045.1_ASM1851704v1_genomic.fna_01603","GCF_018517065.1_ASM1851706v1_genomic.fna_01549","GCF_018517085.1_ASM1851708v1_genomic.fna_01550","GCF_018517105.1_ASM1851710v1_genomic.fna_01180","GCF_018517185.1_ASM1851718v1_genomic.fna_01506"
"ubiE_1","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","20","20","1","1","2842","","","","752","824","755","GCF_016743855.1_ASM1674385v1_genomic.fna_01626","GCF_016864255.1_ASM1686425v1_genomic.fna_01029","GCF_017584065.1_ASM1758406v1_genomic.fna_01131","GCF_017603725.1_ASM1760372v1_genomic.fna_00988","GCF_017815655.1_ASM1781565v1_genomic.fna_00992","GCF_017815675.1_ASM1781567v1_genomic.fna_01042","GCF_017815695.1_ASM1781569v1_genomic.fna_01003","GCF_017897965.1_ASM1789796v1_genomic.fna_01116","GCF_017898005.1_ASM1789800v1_genomic.fna_01116","GCF_017898025.1_ASM1789802v1_genomic.fna_02273","GCF_018219285.1_ASM1821928v1_genomic.fna_01742","GCF_018219325.1_ASM1821932v1_genomic.fna_01037","GCF_018279145.1_ASM1827914v1_genomic.fna_01750","GCF_018516845.1_ASM1851684v1_genomic.fna_01641","GCF_018516925.1_ASM1851692v1_genomic.fna_01002","GCF_018517045.1_ASM1851704v1_genomic.fna_01672","GCF_018517065.1_ASM1851706v1_genomic.fna_01620","GCF_018517085.1_ASM1851708v1_genomic.fna_01623","GCF_018517105.1_ASM1851710v1_genomic.fna_01111","GCF_018517185.1_ASM1851718v1_genomic.fna_01575"
"group_1738","","hypothetical protein","20","20","1","1","2837","","","","275","275","275","GCF_016743855.1_ASM1674385v1_genomic.fna_01630","GCF_016864255.1_ASM1686425v1_genomic.fna_01025","GCF_017584065.1_ASM1758406v1_genomic.fna_01127","GCF_017603725.1_ASM1760372v1_genomic.fna_00983","GCF_017815655.1_ASM1781565v1_genomic.fna_00987","GCF_017815675.1_ASM1781567v1_genomic.fna_01038","GCF_017815695.1_ASM1781569v1_genomic.fna_00999","GCF_017897965.1_ASM1789796v1_genomic.fna_01112","GCF_017898005.1_ASM1789800v1_genomic.fna_01112","GCF_017898025.1_ASM1789802v1_genomic.fna_02269","GCF_018219285.1_ASM1821928v1_genomic.fna_01746","GCF_018219325.1_ASM1821932v1_genomic.fna_01033","GCF_018279145.1_ASM1827914v1_genomic.fna_01746","GCF_018516845.1_ASM1851684v1_genomic.fna_01645","GCF_018516925.1_ASM1851692v1_genomic.fna_00998","GCF_018517045.1_ASM1851704v1_genomic.fna_01676","GCF_018517065.1_ASM1851706v1_genomic.fna_01624","GCF_018517085.1_ASM1851708v1_genomic.fna_01627","GCF_018517105.1_ASM1851710v1_genomic.fna_01107","GCF_018517185.1_ASM1851718v1_genomic.fna_01579"
"mhqA","","Putative ring-cleaving dioxygenase MhqA","20","20","1","1","2828","","","","935","974","972","GCF_016743855.1_ASM1674385v1_genomic.fna_01638","GCF_016864255.1_ASM1686425v1_genomic.fna_01017","GCF_017584065.1_ASM1758406v1_genomic.fna_01119","GCF_017603725.1_ASM1760372v1_genomic.fna_00974","GCF_017815655.1_ASM1781565v1_genomic.fna_00978","GCF_017815675.1_ASM1781567v1_genomic.fna_01030","GCF_017815695.1_ASM1781569v1_genomic.fna_00990","GCF_017897965.1_ASM1789796v1_genomic.fna_01103","GCF_017898005.1_ASM1789800v1_genomic.fna_01103","GCF_017898025.1_ASM1789802v1_genomic.fna_02260","GCF_018219285.1_ASM1821928v1_genomic.fna_01754","GCF_018219325.1_ASM1821932v1_genomic.fna_01025","GCF_018279145.1_ASM1827914v1_genomic.fna_01738","GCF_018516845.1_ASM1851684v1_genomic.fna_01654","GCF_018516925.1_ASM1851692v1_genomic.fna_00990","GCF_018517045.1_ASM1851704v1_genomic.fna_01684","GCF_018517065.1_ASM1851706v1_genomic.fna_01632","GCF_018517085.1_ASM1851708v1_genomic.fna_01636","GCF_018517105.1_ASM1851710v1_genomic.fna_01099","GCF_018517185.1_ASM1851718v1_genomic.fna_01588"
"mhqD","","Putative hydrolase MhqD","20","20","1","1","2827","","","","599","605","604","GCF_016743855.1_ASM1674385v1_genomic.fna_01639","GCF_016864255.1_ASM1686425v1_genomic.fna_01016","GCF_017584065.1_ASM1758406v1_genomic.fna_01118","GCF_017603725.1_ASM1760372v1_genomic.fna_00973","GCF_017815655.1_ASM1781565v1_genomic.fna_00977","GCF_017815675.1_ASM1781567v1_genomic.fna_01029","GCF_017815695.1_ASM1781569v1_genomic.fna_00989","GCF_017897965.1_ASM1789796v1_genomic.fna_01102","GCF_017898005.1_ASM1789800v1_genomic.fna_01102","GCF_017898025.1_ASM1789802v1_genomic.fna_02259","GCF_018219285.1_ASM1821928v1_genomic.fna_01755","GCF_018219325.1_ASM1821932v1_genomic.fna_01024","GCF_018279145.1_ASM1827914v1_genomic.fna_01737","GCF_018516845.1_ASM1851684v1_genomic.fna_01655","GCF_018516925.1_ASM1851692v1_genomic.fna_00989","GCF_018517045.1_ASM1851704v1_genomic.fna_01685","GCF_018517065.1_ASM1851706v1_genomic.fna_01633","GCF_018517085.1_ASM1851708v1_genomic.fna_01637","GCF_018517105.1_ASM1851710v1_genomic.fna_01098","GCF_018517185.1_ASM1851718v1_genomic.fna_01589"
"pbuO","","Guanine/hypoxanthine permease PbuO","20","20","1","1","7324","","","","1436","1544","1527","GCF_016743855.1_ASM1674385v1_genomic.fna_01691","GCF_016864255.1_ASM1686425v1_genomic.fna_00958","GCF_017584065.1_ASM1758406v1_genomic.fna_01043","GCF_017603725.1_ASM1760372v1_genomic.fna_00905","GCF_017815655.1_ASM1781565v1_genomic.fna_00907","GCF_017815675.1_ASM1781567v1_genomic.fna_00953","GCF_017815695.1_ASM1781569v1_genomic.fna_00919","GCF_017897965.1_ASM1789796v1_genomic.fna_01032","GCF_017898005.1_ASM1789800v1_genomic.fna_01032","GCF_017898025.1_ASM1789802v1_genomic.fna_02188","GCF_018219285.1_ASM1821928v1_genomic.fna_01796","GCF_018219325.1_ASM1821932v1_genomic.fna_00964","GCF_018279145.1_ASM1827914v1_genomic.fna_01694","GCF_018516845.1_ASM1851684v1_genomic.fna_01731","GCF_018516925.1_ASM1851692v1_genomic.fna_00917","GCF_018517045.1_ASM1851704v1_genomic.fna_01759","GCF_018517065.1_ASM1851706v1_genomic.fna_01741","GCF_018517085.1_ASM1851708v1_genomic.fna_01684","GCF_018517105.1_ASM1851710v1_genomic.fna_01025","GCF_018517185.1_ASM1851718v1_genomic.fna_01663"
"clpE","","ATP-dependent Clp protease ATP-binding subunit ClpE","20","20","1","1","7288","","","","2096","2234","2123","GCF_016743855.1_ASM1674385v1_genomic.fna_01727","GCF_016864255.1_ASM1686425v1_genomic.fna_00921","GCF_017584065.1_ASM1758406v1_genomic.fna_01007","GCF_017603725.1_ASM1760372v1_genomic.fna_00869","GCF_017815655.1_ASM1781565v1_genomic.fna_00871","GCF_017815675.1_ASM1781567v1_genomic.fna_00916","GCF_017815695.1_ASM1781569v1_genomic.fna_00882","GCF_017897965.1_ASM1789796v1_genomic.fna_00995","GCF_017898005.1_ASM1789800v1_genomic.fna_00995","GCF_017898025.1_ASM1789802v1_genomic.fna_02151","GCF_018219285.1_ASM1821928v1_genomic.fna_01832","GCF_018219325.1_ASM1821932v1_genomic.fna_00928","GCF_018279145.1_ASM1827914v1_genomic.fna_01657","GCF_018516845.1_ASM1851684v1_genomic.fna_01767","GCF_018516925.1_ASM1851692v1_genomic.fna_00880","GCF_018517045.1_ASM1851704v1_genomic.fna_01796","GCF_018517065.1_ASM1851706v1_genomic.fna_01777","GCF_018517085.1_ASM1851708v1_genomic.fna_01720","GCF_018517105.1_ASM1851710v1_genomic.fna_00987","GCF_018517185.1_ASM1851718v1_genomic.fna_01701"
"group_1750","","Acetyltransferase","20","20","1","1","6763","","","","434","443","434","GCF_016743855.1_ASM1674385v1_genomic.fna_01733","GCF_016864255.1_ASM1686425v1_genomic.fna_00915","GCF_017584065.1_ASM1758406v1_genomic.fna_01002","GCF_017603725.1_ASM1760372v1_genomic.fna_00862","GCF_017815655.1_ASM1781565v1_genomic.fna_00864","GCF_017815675.1_ASM1781567v1_genomic.fna_00909","GCF_017815695.1_ASM1781569v1_genomic.fna_00874","GCF_017897965.1_ASM1789796v1_genomic.fna_00988","GCF_017898005.1_ASM1789800v1_genomic.fna_00988","GCF_017898025.1_ASM1789802v1_genomic.fna_02143","GCF_018219285.1_ASM1821928v1_genomic.fna_01838","GCF_018219325.1_ASM1821932v1_genomic.fna_00919","GCF_018279145.1_ASM1827914v1_genomic.fna_01651","GCF_018516845.1_ASM1851684v1_genomic.fna_01773","GCF_018516925.1_ASM1851692v1_genomic.fna_00873","GCF_018517045.1_ASM1851704v1_genomic.fna_01802","GCF_018517065.1_ASM1851706v1_genomic.fna_01783","GCF_018517085.1_ASM1851708v1_genomic.fna_01726","GCF_018517105.1_ASM1851710v1_genomic.fna_00981","GCF_018517185.1_ASM1851718v1_genomic.fna_01709"
